Match,Competition,Date,Position,Minutes played,Total actions / successful,,Goals,Assists,Shots / on target,,xG,Passes / accurate,,Long passes / accurate,,Crosses / accurate,,Dribbles / successful,,Duels / won,,Aerial duels / won,,Interceptions,Losses / own half,,Recoveries / opp. half,,Yellow card,Red card
Belmont Bruins - FAU Owls 1:1,United States. NCAA D1 Non-conference matches,2023-08-28,0,25,13,6,0,0,0,0,0,6,3,1,0,1,1,1,1,7,3,0,0,0,2,1,2,2,0,0
Belmont Bruins - Georgia State Panthers 1:0,United States. NCAA D1 Non-conference matches,2023-08-25,"RB, RW",52,29,14,0,0,0,0,0,7,5,1,1,1,0,1,1,15,9,8,5,3,6,3,5,0,0,0
